Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_003,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T015_006,SE_T015_007,SE_T015_008,SE_T015_009,SE_T015_010,SE_T015_011,SE_T015_012,SE_T015_013,SE_T015_014,SE_T015_015,SE_T015_016,SE_T015_017,SE_T015_018,SE_T015_019,SE_T015_020,SE_T015_021,SE_T015_022,SE_T015_023,SE_T015_024,SE_T015_025,SE_T015_026,SE_T015_027,SE_T015_028,SE_T015_029,SE_T015_030,SE_T015_031,SE_T016_001,SE_T016_002,SE_T016_003,SE_T016_004,SE_T016_005,SE_T016_006,SE_T016_007,SE_T016_008,SE_T016_009,SE_T016_010,SE_T016_011,SE_T016_012,SE_T016_013,SE_T016_014,SE_T016_015,SE_T016_016,SE_T016_017,SE_T016_018,SE_T016_019
"50003970200","14000US50003970200","Census Tract 9702, Bennington County, Vermont","Census Tract 9702, Bennington County, Vermont","vt","140","00","ACSSF","0000659",,,,,"50","003",,,,"970200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118,2118,44.35402,47.7521502030125,2118,2102,0,0,11,0,0,5,2118,2096,2080,0,0,11,0,0,5,22,22,0,0,0,0,0,0,2118,2096,22,0,8,0,0,8,0,8,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"50003970300","14000US50003970300","Census Tract 9703, Bennington County, Vermont","Census Tract 9703, Bennington County, Vermont","vt","140","00","ACSSF","0000660",,,,,"50","003",,,,"970300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,1136,13.1021,86.703654225425,1136,1087,8,4,5,0,3,29,1136,1097,1051,8,4,5,0,0,29,39,36,0,0,0,0,3,0,1136,1097,39,0,3,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"50003970400","14000US50003970400","Census Tract 9704, Bennington County, Vermont","Census Tract 9704, Bennington County, Vermont","vt","140","00","ACSSF","0000661",,,,,"50","003",,,,"970400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352,4352,103.3014,42.1291588995779,4352,4273,22,3,7,0,0,47,4352,4301,4242,22,3,7,0,0,27,51,31,0,0,0,0,0,20,4352,4301,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0
"50003970500","14000US50003970500","Census Tract 9705, Bennington County, Vermont","Census Tract 9705, Bennington County, Vermont","vt","140","00","ACSSF","0000662",,,,,"50","003",,,,"970500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,1134,12.61535,89.8904550909116,1134,1125,3,2,1,0,0,3,1134,1114,1105,3,2,1,0,0,3,20,20,0,0,0,0,0,0,1134,1114,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,16,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50003970600","14000US50003970600","Census Tract 9706, Bennington County, Vermont","Census Tract 9706, Bennington County, Vermont","vt","140","00","ACSSF","0000663",,,,,"50","003",,,,"970600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,3017,12.86694,234.476873251922,3017,2987,1,0,4,0,0,25,3017,2997,2967,1,0,4,0,0,25,20,20,0,0,0,0,0,0,3017,2997,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"50003970700","14000US50003970700","Census Tract 9707, Bennington County, Vermont","Census Tract 9707, Bennington County, Vermont","vt","140","00","ACSSF","0000664",,,,,"50","003",,,,"970700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,2354,55.73494,42.235627346536,2354,2268,20,7,0,0,16,43,2354,2338,2268,20,7,0,0,0,43,16,0,0,0,0,0,16,0,2354,2338,16,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50003970800","14000US50003970800","Census Tract 9708, Bennington County, Vermont","Census Tract 9708, Bennington County, Vermont","vt","140","00","ACSSF","0000665",,,,,"50","003",,,,"970800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558,3558,82.57867,43.0861857275014,3558,3492,0,2,16,0,10,38,3558,3459,3403,0,2,16,0,0,38,99,89,0,0,0,0,10,0,3558,3459,99,10,77,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"50003970900","14000US50003970900","Census Tract 9709, Bennington County, Vermont","Census Tract 9709, Bennington County, Vermont","vt","140","00","ACSSF","0000666",,,,,"50","003",,,,"970900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183,2183,227.7813,9.5837548282077,2183,2113,3,0,0,0,40,27,2183,2132,2102,3,0,0,0,0,27,51,11,0,0,0,0,40,0,2183,2132,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50003971000","14000US50003971000","Census Tract 9710, Bennington County, Vermont","Census Tract 9710, Bennington County, Vermont","vt","140","00","ACSSF","0000667",,,,,"50","003",,,,"971000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,3652,165.6471,22.0468650820004,3652,3352,49,0,39,0,37,175,3652,3530,3286,46,0,39,0,2,157,122,66,3,0,0,0,35,18,3652,3530,122,0,33,0,15,27,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,10,0,3,39,3,0,0,5,1,0,0,0,6,0,0,0,0,2,0,13,9,0
"50003971100","14000US50003971100","Census Tract 9711, Bennington County, Vermont","Census Tract 9711, Bennington County, Vermont","vt","140","00","ACSSF","0000668",,,,,"50","003",,,,"971100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,4817,538.688,8.94209548461228,4817,4617,6,0,87,0,0,107,4817,4762,4562,6,0,87,0,0,107,55,55,0,0,0,0,0,0,4817,4762,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,0,0,2,3,0,0,41,0,0,0,0,0,0,0,0,0,0
"50003971200","14000US50003971200","Census Tract 9712, Bennington County, Vermont","Census Tract 9712, Bennington County, Vermont","vt","140","00","ACSSF","0000669",,,,,"50","003",,,,"971200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4923,4923,2936.07,1.67673132076288,4923,4619,97,11,27,0,27,142,4923,4829,4525,97,11,27,0,27,142,94,94,0,0,0,0,0,0,4923,4829,94,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50003971300","14000US50003971300","Census Tract 9713, Bennington County, Vermont","Census Tract 9713, Bennington County, Vermont","vt","140","00","ACSSF","0000670",,,,,"50","003",,,,"971300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,3495,75.23142,46.4566538532225,3495,3361,0,0,5,0,0,129,3495,3495,3361,0,0,5,0,0,129,0,0,0,0,0,0,0,0,3495,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"50005957000","14000US50005957000","Census Tract 9570, Caledonia County, Vermont","Census Tract 9570, Caledonia County, Vermont","vt","140","00","ACSSF","0000671",,,,,"50","005",,,,"957000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,4238,21.40869,197.956994395341,4238,4141,14,20,4,0,3,56,4238,4206,4116,10,20,4,0,0,56,32,25,4,0,0,0,3,0,4238,4206,32,1,22,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"50005957100","14000US50005957100","Census Tract 9571, Caledonia County, Vermont","Census Tract 9571, Caledonia County, Vermont","vt","140","00","ACSSF","0000672",,,,,"50","005",,,,"957100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,2146,36.83176,58.2649371348439,2146,2086,36,0,5,0,2,17,2146,2123,2069,35,0,5,0,0,14,23,17,1,0,0,0,2,3,2146,2123,23,10,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50005957200","14000US50005957200","Census Tract 9572, Caledonia County, Vermont","Census Tract 9572, Caledonia County, Vermont","vt","140","00","ACSSF","0000673",,,,,"50","005",,,,"957200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671,2671,156.8727,17.0265437523263,2671,2639,0,0,0,0,5,27,2671,2643,2616,0,0,0,0,0,27,28,23,0,0,0,0,5,0,2671,2643,28,12,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50005957300","14000US50005957300","Census Tract 9573, Caledonia County, Vermont","Census Tract 9573, Caledonia County, Vermont","vt","140","00","ACSSF","0000674",,,,,"50","005",,,,"957300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3295,146.848,22.4381626478578,3295,3115,58,1,73,0,0,48,3295,3264,3085,58,0,73,0,0,48,31,30,0,1,0,0,0,0,3295,3264,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,8,0,0,73,0,0,0,9,0,0,0,0,64,0,0,0,0,0,0,0,0,0
"50005957400","14000US50005957400","Census Tract 9574, Caledonia County, Vermont","Census Tract 9574, Caledonia County, Vermont","vt","140","00","ACSSF","0000675",,,,,"50","005",,,,"957400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,3770,205.539,18.342018573059,3770,3517,24,16,70,17,0,126,3770,3724,3471,24,16,70,17,0,126,46,46,0,0,0,0,0,0,3770,3724,46,0,15,3,3,7,0,0,7,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,70,12,0,0,22,16,0,0,0,0,20,0,0,0,0,0,0,0,0
"50005957500","14000US50005957500","Census Tract 9575, Caledonia County, Vermont","Census Tract 9575, Caledonia County, Vermont","vt","140","00","ACSSF","0000676",,,,,"50","005",,,,"957500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803,3803,210.713,18.0482457833781,3803,3687,0,22,65,0,0,29,3803,3632,3516,0,22,65,0,0,29,171,171,0,0,0,0,0,0,3803,3632,171,21,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,65,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"50005957600","14000US50005957600","Census Tract 9576, Caledonia County, Vermont","Census Tract 9576, Caledonia County, Vermont","vt","140","00","ACSSF","0000677",,,,,"50","005",,,,"957600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,2247,37.00421,60.7228265150263,2247,2214,0,0,16,0,17,0,2247,2221,2191,0,0,16,0,14,0,26,23,0,0,0,0,3,0,2247,2221,26,0,0,0,0,23,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50005957700","14000US50005957700","Census Tract 9577, Caledonia County, Vermont","Census Tract 9577, Caledonia County, Vermont","vt","140","00","ACSSF","0000678",,,,,"50","005",,,,"957700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976,2976,77.05795,38.6202839549836,2976,2853,0,37,21,0,0,65,2976,2976,2853,0,37,21,0,0,65,0,0,0,0,0,0,0,0,2976,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"50005957800","14000US50005957800","Census Tract 9578, Caledonia County, Vermont","Census Tract 9578, Caledonia County, Vermont","vt","140","00","ACSSF","0000679",,,,,"50","005",,,,"957800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,2826,20.64673,136.873999416214,2826,2787,10,9,0,0,5,15,2826,2812,2773,10,9,0,0,5,15,14,14,0,0,0,0,0,0,2826,2812,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50005957900","14000US50005957900","Census Tract 9579, Caledonia County, Vermont","Census Tract 9579, Caledonia County, Vermont","vt","140","00","ACSSF","0000680",,,,,"50","005",,,,"957900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,3137,38.93525,80.5696767707032,3137,3006,19,9,12,0,10,81,3137,3110,2996,16,9,12,0,0,77,27,10,3,0,0,0,10,4,3137,3110,27,18,0,0,0,9,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,0
"50007000100","14000US50007000100","Census Tract 1, Chittenden County, Vermont","Census Tract 1, Chittenden County, Vermont","vt","140","00","ACSSF","0000681",,,,,"50","007",,,,"000100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462,4462,3348.369,1.3325891857414,4462,3959,102,12,249,0,34,106,4462,4198,3729,102,12,249,0,0,106,264,230,0,0,0,0,34,0,4462,4198,264,0,51,7,34,0,0,0,0,0,0,0,0,172,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,249,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,196,33,0
"50007000200","14000US50007000200","Census Tract 2, Chittenden County, Vermont","Census Tract 2, Chittenden County, Vermont","vt","140","00","ACSSF","0000682",,,,,"50","007",,,,"000200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,5592,2384.767,2.34488345119746,5592,5087,184,39,107,0,0,175,5592,5499,5007,184,26,107,0,0,175,93,80,0,13,0,0,0,0,5592,5499,93,0,19,18,0,32,0,0,19,13,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,107,54,0,0,39,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"50007000300","14000US50007000300","Census Tract 3, Chittenden County, Vermont","Census Tract 3, Chittenden County, Vermont","vt","140","00","ACSSF","0000683",,,,,"50","007",,,,"000300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,3505,1603.283,2.18613870025653,3505,2462,236,15,627,0,19,146,3505,3505,2462,236,15,627,0,19,146,0,0,0,0,0,0,0,0,3505,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,37,491,0
"50007000400","14000US50007000400","Census Tract 4, Chittenden County, Vermont","Census Tract 4, Chittenden County, Vermont","vt","140","00","ACSSF","0000684",,,,,"50","007",,,,"000400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3166,3166,17763.62,0.17822939720184,3166,2299,214,30,515,0,13,95,3166,3153,2286,214,30,515,0,13,95,13,13,0,0,0,0,0,0,3166,3153,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,515,90,0,0,28,0,0,165,0,0,30,0,0,0,0,0,5,197,0
"50007000500","14000US50007000500","Census Tract 5, Chittenden County, Vermont","Census Tract 5, Chittenden County, Vermont","vt","140","00","ACSSF","0000685",,,,,"50","007",,,,"000500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,4360,20817.27,0.209441510925919,4360,4020,105,36,128,0,7,64,4360,4308,3985,105,36,128,0,0,54,52,35,0,0,0,0,7,10,4360,4308,52,0,12,0,0,21,0,14,0,0,7,0,0,10,0,0,0,0,0,0,0,0,10,0,9,0,9,0,0,128,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,105,0,0
"50007000600","14000US50007000600","Census Tract 6, Chittenden County, Vermont","Census Tract 6, Chittenden County, Vermont","vt","140","00","ACSSF","0000686",,,,,"50","007",,,,"000600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,4929,5697.616,0.865098602773449,4929,4391,251,0,220,0,9,58,4929,4776,4269,234,0,220,0,0,53,153,122,17,0,0,0,9,5,4929,4776,153,53,32,14,0,0,0,0,0,0,0,0,0,54,0,0,0,12,22,0,7,11,2,0,0,0,0,0,0,220,25,0,0,8,6,0,0,0,0,0,0,0,0,0,31,1,149,0
"50007000800","14000US50007000800","Census Tract 8, Chittenden County, Vermont","Census Tract 8, Chittenden County, Vermont","vt","140","00","ACSSF","0000687",,,,,"50","007",,,,"000800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759,2759,5294.784,0.521078862141446,2759,2530,89,8,84,0,9,39,2759,2671,2462,89,8,84,0,0,28,88,68,0,0,0,0,9,11,2759,2671,88,38,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,0,0,0,28,0,16,7,9,0,0,84,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,60
